name,location,rate,online_order,approx_cost(for two people)
The Square Table,Whitefield,4.2 /5,Yes,"1,000"
Hyderabad Chefs,Whitefield,4.0 /5,Yes,800
Pita Pocket Factory,Brookefield,3.6 /5,No,500
Bawarchi Restaurant,Whitefield,,Yes,400
Indian Aroma Cafe,Whitefield,2.8 /5,Yes,300
The Fat Chef,Whitefield,4.1 /5,Yes,"1,400"
Dande Hyderabad Biryani,Whitefield,3.4 /5,Yes,500
Rolls On Wheels,Whitefield,3.1 /5,No,300
SGS Non Veg - Gundu Pulav,"Varthur Main Road, Whitefield",3.7 /5,Yes,300
South House,Brookefield,4.2 /5,Yes,800
Dhruva's Munch & Sip,KR Puram,,No,200
Alpha - House of Biryani & Tandoor,Whitefield,3.5 /5,Yes,800
Chandu Andhra Mess,Whitefield,,No,500
Kapoor's Cafe,Whitefield,4.2 /5,No,800
Kabab Mirchi,Whitefield,3.5 /5,No,350
Shaan-E-Punjab,"ITPL Main Road, Whitefield",2.9 /5,Yes,500
Fusion Panda,Whitefield,3.5 /5,Yes,300
Nandi Mess - Feel Like Mom's,Whitefield,3.7 /5,Yes,250
Lucky Singh & Co,Whitefield,4.0 /5,No,350
HMS Hyderabad Bawarchi,Whitefield,,Yes,500
Hyderabad Biryani,Whitefield,3.2 /5,Yes,300
Cheers Life,"Varthur Main Road, Whitefield",3.4 /5,No,300
SV Restaurant,Whitefield,3.1 /5,Yes,550
Nisarga Restaurant,Whitefield,3.4 /5,Yes,300
Dhadoom,Whitefield,NEW,No,450
Delhi Mahal,Whitefield,3.1 /5,Yes,400
Risalo Restaurant,Brookefield,NEW,Yes,400
Metrolicious,Whitefield,3.5 /5,Yes,400
Apna Hotel,Whitefield,3.5 /5,Yes,300
Eat And Be Fit,Whitefield,NEW,Yes,250
Tanuja Home Food,Whitefield,3.1 /5,Yes,300
Imperio Cafe,Whitefield,3.9 /5,No,200
California Burrito,Whitefield,3.9 /5,No,400
New Paratha Corner,Whitefield,3.9 /5,Yes,350
Salt Mango Tree,Whitefield,4.2 /5,Yes,"1,000"
Noodle Bar,Whitefield,4.0 /5,No,"1,400"
Apoorva Multi Cuisine Restaurant,Brookefield,3.9 /5,Yes,750
The Andhra Bhojanam,"ITPL Main Road, Whitefield",3.3 /5,Yes,300
Desi Khana,Whitefield,3.3 /5,Yes,300
Shaadab,Whitefield,,Yes,700
King Of Spices,Whitefield,3.7 /5,Yes,500
Temptation,Whitefield,NEW,Yes,500
Hasee-E-Shan Makers Of Biryani,Whitefield,3.5 /5,Yes,500
Orzuv,Whitefield,3.7 /5,Yes,"1,100"
Chefie,Whitefield,NEW,Yes,200
Picnik,Whitefield,NEW,Yes,300
Sizzles,Whitefield,3.5 /5,No,800
Chulha Chauki Da Dhaba,Brookefield,4.2 /5,Yes,800
Curries And Pickles,Whitefield,3.1 /5,Yes,250
Biryani House,Whitefield,3.6 /5,No,450
A Southern Fair,Whitefield,3.0 /5,Yes,750
Chacha Ka Dhaba,Whitefield,,No,400
Kshatriya's Kitchen,Whitefield,3.7 /5,Yes,300
Calvin's,Whitefield,3.9 /5,No,600
Maggie Point,Whitefield,,No,300
Kidilum,Whitefield,3.8 /5,Yes,350
Omleterian,"Varthur Main Road, Whitefield",,Yes,200
Punjab Junction,Whitefield,3.2 /5,Yes,350
Bangalore Mandarin,Whitefield,4.3 /5,Yes,"1,100"
Jade,Brookefield,3.7 /5,Yes,750
Amaravati Food Court,Whitefield,3.3 /5,Yes,300
Beyond Elements,Whitefield,4.1 /5,Yes,900
PIZZMO,Whitefield,3.6 /5,No,500
Desi Doze,Whitefield,3.8 /5,Yes,400
Jubli Biryani,Whitefield,3.6 /5,Yes,500
Kolkata Famous Kati Roll,Whitefield,,No,150
Dil Se Dilli,Whitefield,3.8 /5,Yes,700
Mainland China,Whitefield,4.7 /5,Yes,"1,700"
Gusto's Pizza,Whitefield,3.1 /5,No,500
Marhaba,Whitefield,3.5 /5,Yes,500
Swadishta,Whitefield,3.4 /5,No,200
Whats Ap,Whitefield,3.3 /5,No,800
Wang Fu Kitchen,Whitefield,3.8 /5,Yes,400
Real Ambur Dum Biryani,Whitefield,3.3 /5,No,250
Sri Lakshmi Hotel,Whitefield,3.4 /5,Yes,250
BIB-Breakfast in the Box,Whitefield,3.8 /5,Yes,600
Nandhini Deluxe,Whitefield,2.9 /5,No,600
Punjabi Park,Whitefield,2.9 /5,Yes,400
Celebrations 365,Brookefield,3.3 /5,Yes,350
Nirvana Foods,Whitefield,,Yes,300
Copper Chimney,Whitefield,4.1 /5,Yes,"1,200"
Night Diaries,Whitefield,3.1 /5,No,300
HIGH SKY,Whitefield,3.0 /5,No,"1,000"
FreshEats,East Bangalore,3.6 /5,No,400
Momo Time,Whitefield,,Yes,300
Lot Like Crepes & Cafe,Whitefield,4.0 /5,Yes,600
Flavours Radha Hometel,Whitefield,3.5 /5,No,800
Mangalore Lunch Home,Whitefield,3.5 /5,Yes,300
Oven Fresh,Whitefield,2.9 /5,No,600
Delhi Restaurant,Whitefield,3.6 /5,Yes,350
Nieghbourhood Cafe,Whitefield,3.7 /5,No,750
Captain Egg,Whitefield,4.1 /5,No,400
Snack Itt,Whitefield,,No,200
Golden Fork,Whitefield,,No,200
Cluckees,Whitefield,,No,300
Manbhavan Premium Thali Restaurant,Whitefield,4.0 /5,Yes,"1,000"
Moon King Hotel,KR Puram,,Yes,250
Aaha,Brookefield,3.6 /5,Yes,300
Star Restaurant,Whitefield,,No,250
Taste Buddies,Whitefield,,No,400
New Suruchi Hotel,Whitefield,,No,200
Mayas kitchen,Whitefield,,No,
Orbis Market Kitchen,Whitefield,,No,600
Palahaaram,Whitefield,,No,500
Hotel Bhuvaneshwari,Whitefield,,No,350
Elaichi,Whitefield,,No,500
Taas Foods,Whitefield,,No,250
MK Dabbawala,Whitefield,,No,
Hot Attack Restaurant,Whitefield,,No,500
Bombay Kulfis,Whitefield,,No,200
Rara Avis,Whitefield,,No,400
Eat Eroo - Bombay Vada Pav,Whitefield,,No,200
Hotel Greens,Whitefield,3.6 /5,No,800
Rayalaseema Spices,Brookefield,3.5 /5,Yes,550
The Lighthouse Cafe,Whitefield,3.6 /5,No,650
Kitchen Online,Whitefield,3.3 /5,No,300
Mubeena Shariff Chocolatier,Whitefield,3.6 /5,No,500
Mast Kalandar,Whitefield,2.6 /5,No,
Ammi's Biryani,Whitefield,2.5 /5,No,500
Tadka Punjabi Restaurant,Whitefield,3.3 /5,Yes,300
Spice Boulevard,Whitefield,3.9 /5,No,700
Tasty Food,Whitefield,NEW,Yes,300
Annapurna Bengali Restaurant,Whitefield,3.9 /5,No,500
Kritunga Restaurant,Whitefield,3.7 /5,Yes,650
The Farm House Bar n Grill,Whitefield,3.7 /5,No,800
Daily Bread,Whitefield,,No,600
Halftime,Whitefield,,No,200
RICE BAR,Whitefield,,No,500
La Fabrique de Tartes,Whitefield,,No,300
Me And My Cake,Whitefield,,No,500
New Kolkata Style Famous Roll,Whitefield,,No,200
Creamiester,Whitefield,,No,300
Nidhish Upahar,Whitefield,,No,200
Snacks Centre,Whitefield,,No,400
Taste of Coastal,Whitefield,,No,300
NYS Kitchen,Whitefield,,No,300
YummTumm,Whitefield,,No,250
Cane Hut,Whitefield,,No,100
Ruchir Restaurant,Whitefield,,No,150
Inhouse Burger,Whitefield,,No,500
Sai Charan Tiffin House,Whitefield,,No,150
ARB Restaurant,Whitefield,,No,400
Chef Cornor,Whitefield,,No,400
Cake Point,Whitefield,,No,500
ChowChow Pandas,East Bangalore,,No,400
Floweraura,Whitefield,,No,600
Mordern Tiffin,Whitefield,,No,300
Mr.Boiler,Whitefield,,No,250
A Pinch Of Magic,Whitefield,,No,"1,000"
Jo & Mo,Whitefield,,No,400
Zesty Tasty,Whitefield,,No,200
Krishu Juice Centre,Whitefield,,No,150
Red Pepper,Whitefield,,No,250
Sheetals Home Food,Whitefield,,No,250
Tata Cha,Whitefield,NEW,Yes,500
On The Go,Whitefield,NEW,Yes,400
F5,Whitefield,3.2 /5,No,300
New Andhra Chimney,Whitefield,3.1 /5,No,700
Sri Guru Nalapaka Restaurant,Whitefield,3.5 /5,No,550
Foodie,Whitefield,2.9 /5,No,300
The Village Restaurant,Whitefield,3.0 /5,No,200
Oak Tavern,Whitefield,3.5 /5,No,"1,000"
Corprate Biriyani Adda,Whitefield,3.0 /5,No,500
Biryani Bowl,Whitefield,3.3 /5,No,550
Rafoo Chakkar,Whitefield,3.9 /5,Yes,300
Biriyani House,Whitefield,3.2 /5,No,350
Khane Ka Khazana,"ITPL Main Road, Whitefield",3.5 /5,Yes,250
D'Brooks,Brookefield,3.5 /5,Yes,400
Biryani Park,Brookefield,3.4 /5,Yes,500
The Eatery Cafe & Restaurant,Whitefield,3.6 /5,No,800
Yummy Dum Biriyani,Whitefield,,No,500
Hotel Nisarga Restaurant,Whitefield,3.2 /5,No,300
Karavalli Food Court,Whitefield,3.2 /5,No,
Golden Food Palace,Whitefield,2.9 /5,No,450
Cafe of Joy,Whitefield,3.7 /5,No,600
Cuppa,Whitefield,3.3 /5,No,400
Five Star Chicken,Whitefield,3.5 /5,No,300
PMR Restaurant,Whitefield,3.3 /5,No,300
Nawabi Handi,Whitefield,3.4 /5,No,350
Siddharth Restaurant,Whitefield,3.6 /5,No,400
Delhi Belli,Whitefield,3.3 /5,No,500
Udupi Veg Express,Whitefield,,No,250
Priyanka's Kitchen,Whitefield,,No,350
Clean Eats,Whitefield,,No,300
Kabab Ghar,Whitefield,3.2 /5,No,600
Nawab-E-Khana,Whitefield,3.1 /5,No,500
Hangout Junction,Whitefield,3.6 /5,No,400
Swad Rajasthani Bhojanalaya,Whitefield,3.1 /5,No,400
Food Xpress,Whitefield,3.4 /5,No,400
Delhiciouss,Whitefield,3.7 /5,No,300
Arzak,Whitefield,,No,300
Best,Whitefield,3.4 /5,No,400
Swad E Punjab,Whitefield,3.4 /5,No,600
Shanghai Times,Whitefield,3.3 /5,No,400
Whooppeezz,Whitefield,3.4 /5,No,500
ReadyBowl,Whitefield,3.4 /5,No,400
Neerav Chinese Cuisine,Whitefield,,No,300
LG Park Restaurant,Whitefield,3.4 /5,No,800
La Mirch,Whitefield,3.1 /5,No,400
Tarama Bengali Food,Whitefield,3.2 /5,No,200
Kailash Parbat,Whitefield,2.6 /5,No,400
@99,Whitefield,3.4 /5,No,200
Food Point,Whitefield,3.2 /5,No,450
Hunger Genie,Whitefield,4.0 /5,No,450
Punjabi Tadka,Whitefield,3.2 /5,No,400
Chin Chin by The Biere Club,Whitefield,4.2 /5,Yes,"1,500"
Southern Spice,Whitefield,3.0 /5,No,"1,200"
Sweet Tooth - Do you have one?,Whitefield,3.3 /5,No,600
Hotel North Indian Express,Whitefield,,No,250
Tiwari's Cafe,Whitefield,,No,300
Sweet Nothings Couture Cupcakes,Whitefield,3.4 /5,No,250
Ande Ka Funda,Whitefield,3.1 /5,No,250
Red Roost,Whitefield,,No,500
Orchard Fresh,Whitefield,,No,400
Shree Laxmi Scoop Ice Cream Parlour,Whitefield,,No,120
Punjabi By Flavour,Whitefield,,No,400
SLV Andhra Hotel,Whitefield,,No,300
Delicious Desserts,Whitefield,3.5 /5,No,750
Golden Paradise,Whitefield,3.5 /5,No,300
Andhra Spice,Whitefield,,No,300
Wattaballz India,Whitefield,,No,200
Delhi Special Fast Food,Whitefield,,No,200
Yummy Beeriyaniz,Whitefield,,No,400
Joy Star Restaurant,Whitefield,,No,350
Sunrise Family Restaurant,Whitefield,,No,500
Watheen Nuts,Whitefield,,No,400
Hyderabadi Dum Biriyani,Whitefield,,No,350
Sri Rajarajeswari Andhra Mess,Whitefield,,No,200
Shiv Shakthi Hotel,Whitefield,,No,200
Umami & Beyond,Whitefield,,No,500
Lord of Combos,Whitefield,,No,500
Teja Special Kitchen,Whitefield,,No,200
Kanteen 077,Whitefield,,No,200
Chashni Sweets,Whitefield,3.4 /5,No,200
Innate,Whitefield,,No,
Foodies Hut,Whitefield,,No,500
Madurai Canteen,Whitefield,,No,200
Epic Biryani,Whitefield,,No,300
PR Kitchen,Whitefield,NEW,No,350
The Parrot House,Whitefield,NEW,No,200
Win's Restaurant,Whitefield,3.3 /5,No,400
The Pastry Inn,Whitefield,3.4 /5,No,400
Biryani Treats,Whitefield,3.1 /5,No,650
New Taj Darbar,Whitefield,3.1 /5,No,300
Dakshin Family Resturant,Whitefield,,No,600
Rawat Food Paradise,Whitefield,,No,300
Spoon Me,Whitefield,3.5 /5,No,400
Apsara Ice Cream,Whitefield,3.2 /5,No,200
Odia Oota - A Class Of It's Own Flavors,Whitefield,,No,300
Homemade Chocolates,Whitefield,,No,300
Wow Tiffin Food,Whitefield,NEW,No,200
Bon Baker,Whitefield,3.7 /5,No,"1,000"
Tiffinmates,Whitefield,,No,300
Mayuri Delux Restaurant,Whitefield,,No,550
Punjabi Chulha,Whitefield,,No,400
Green Hyderabad Biryani House,Whitefield,3.8 /5,Yes,800
Green Chillies,Whitefield,,No,750
Amrutha Hotel,Whitefield,,No,300
Ghar ka Khana,Whitefield,,No,300
Vydehi Green Park Multicuisine Restaurant,Whitefield,,No,400
Cheezy Subs & Sandwiches,Whitefield,,No,350
Night Punjabi Folk,Whitefield,,No,200
Homemadefoodlovers,Whitefield,,No,150
Ghar ka Khana,Whitefield,,No,150
Vikky's Rasoi,Whitefield,,No,250
Daily Special,Whitefield,,No,250
Amma Mess,Whitefield,,No,200
La Mensa,Whitefield,3.6 /5,No,400
Saha Cabin Bengali Hotel,Whitefield,3.4 /5,No,300
Maa Bargabhima Restaurant,Whitefield,3.7 /5,No,250
Gali Parathae Wali,Whitefield,3.7 /5,Yes,400
Kitchen Rabbit,Whitefield,3.7 /5,Yes,500
Baba Fattoosh,Whitefield,3.6 /5,No,300
Foody Baba,Whitefield,3.1 /5,No,500
Loafers,Whitefield,3.6 /5,No,500
Poorva's Kitchen,Whitefield,,No,200
Food Paradise,Whitefield,3.3 /5,No,500
Biryani Cart,Whitefield,,No,400
Wish Pot,Whitefield,3.4 /5,No,300
The Rice Company,Whitefield,NEW,No,500
Tummy Singh,Brookefield,3.4 /5,Yes,700
Traffic Jam,Whitefield,,No,400
Chirayu Biryani House,Whitefield,,No,300
Master Of Kebab,Whitefield,,No,450
South Tiffin Corner,Whitefield,,No,150
S L Prabhat,Whitefield,,No,200
Mayuri Restaurant,Whitefield,,No,450
Panky's Kitchen,Whitefield,,No,400
La-Pizza,East Bangalore,NEW,Yes,450
Food And Biryani (FAB),Whitefield,2.8 /5,No,500
Amaravathi Biryani Zone,Whitefield,,Yes,600
Mega Bite,Whitefield,3.5 /5,No,"1,100"
Punjabi Kitchen,Whitefield,2.8 /5,Yes,500
Shake The Shake,Whitefield,,Yes,200
Southern Spice,Whitefield,2.6 /5,Yes,800
9 Bowls,"ITPL Main Road, Whitefield",,Yes,500
Punjabi Family Dhaba,Whitefield,3.4 /5,No,400
Posto-The Authentic Homemade Bengali Food,Whitefield,,No,400
The South,Whitefield,3.7 /5,No,200
NH8,Whitefield,4.2 /5,Yes,800
Pot Biryani,Whitefield,3.1 /5,Yes,600
Parivar Eat House,Whitefield,,Yes,500
Curry Point,Whitefield,3.2 /5,No,300
Friendz Zone,Whitefield,3.6 /5,No,400
Mughal Restaurant,Brookefield,3.2 /5,Yes,600
Dinepost 9,Whitefield,3.6 /5,Yes,450
Vidya Bakery,Whitefield,,No,500
Cupcake Couture,Whitefield,3.8 /5,No,300
Vijayawada Heights,Whitefield,3.2 /5,Yes,600
Zaica Dine & Wine,Brookefield,3.8 /5,Yes,750
Treat,Whitefield,3.8 /5,Yes,800
Dial For Cake,Whitefield,,No,500
Kaayal,Brookefield,3.2 /5,Yes,500
Andhra Ghumaghumalu,Whitefield,3.5 /5,Yes,300
Vaigai Express,Whitefield,3.3 /5,Yes,400
Happy Singh,Whitefield,3.8 /5,Yes,900
Thalaserry Food Court,Whitefield,3.5 /5,No,600
Shreeji Restaurant,"ITPL Main Road, Whitefield",3.8 /5,Yes,300
The Diner,Whitefield,3.6 /5,Yes,700
Oregano Pasta & Pizza,Whitefield,,Yes,300
BHR Foods,Whitefield,3.4 /5,Yes,350
Jagannath Mess,Brookefield,,No,300
Venice Kerala Restaurant,Brookefield,3.7 /5,No,200
Ghar Ke Phulke,"ITPL Main Road, Whitefield",,No,300
Punjabi Charchay,KR Puram,3.6 /5,No,400
Basaveshwara Khanavali,Brookefield,,No,200
Fete Home Kitchen,Brookefield,,No,500
We Foodie,Whitefield,2.6 /5,Yes,300
The Pallavas ( Authentic Taste Of Southern Cuisine ),Brookefield,3.7 /5,Yes,400
Annalakshmi,Whitefield,,No,400
Toasty's,Whitefield,,No,500
Shukno Lanka,Whitefield,,No,400
Crepe Connection,Marathahalli,,Yes,400
VIHAR Family Restaurant,Whitefield,4.0 /5,No,600
Biryani Bar,Whitefield,,Yes,300
Friends Diner,Whitefield,2.8 /5,No,700
Herbs & Spices,Whitefield,4.0 /5,Yes,"1,000"
The IT Crowd,Whitefield,2.8 /5,Yes,400
Yumatos,Whitefield,3.4 /5,Yes,500
Flavors Restaurant,Whitefield,2.9 /5,No,700
New Udupi Shubh Sagar,Whitefield,,No,400
Adyar Ananda Bhavan - Sweets,Whitefield,,Yes,200
The Dragon Express,Whitefield,,No,200
The Hyderabadi Cooks,Brookefield,,No,300
Paratha Point,"ITPL Main Road, Whitefield",,No,250
4700BC Popcorn,Whitefield,4.1 /5,No,500
The Difference,Whitefield,2.7 /5,Yes,600
South Treat,Whitefield,3.4 /5,Yes,400
Lila Kitchen,Whitefield,2.9 /5,Yes,500
Chinese Food Point,KR Puram,NEW,Yes,300
Sethi's,Whitefield,,No,600
Funjabi Times,Whitefield,,Yes,300
Zeee's,Whitefield,3.7 /5,Yes,300
Cravingz,Whitefield,3.7 /5,Yes,400
The Irish House,Whitefield,4.3 /5,No,"1,700"
Thai & Chinese Fast Food,KR Puram,3.4 /5,No,400
Lassi Xpress,"ITPL Main Road, Whitefield",3.4 /5,No,200
Party Spice Food Hub,KR Puram,,No,300
Desi Feast,"ITPL Main Road, Whitefield",,No,400
Andhra Spices,Brookefield,3.2 /5,No,400
MoonKing Hotels,KR Puram,,No,400
CocoFresh,Brookefield,3.3 /5,No,300
Petit Crumbs,Marathahalli,,No,300
New Ambur Biryani,Brookefield,,No,300
New Udupi,"ITPL Main Road, Whitefield",,No,200
Punjabi Thadka,Brookefield,,No,400
Tasty Homely Food,"ITPL Main Road, Whitefield",,Yes,350
Paratha Mania,"ITPL Main Road, Whitefield",NEW,Yes,200
Choice of Food,Whitefield,NEW,Yes,250
Shiv sagar,Whitefield,NEW,Yes,250
Nawab Di Biryani,Whitefield,NEW,Yes,400
LocalHost,Whitefield,NEW,No,250
Ind Foodies,Whitefield,NEW,No,300
Shakes365,Whitefield,NEW,Yes,300
Nawab Di Biryani,Whitefield,NEW,Yes,400
Punjabi Park,"ITPL Main Road, Whitefield",,Yes,400
Butterly Cafe,Whitefield,3.1 /5,No,550
NYS Kitchen,Whitefield,3.6 /5,No,500
Konaseema Grand,Whitefield,3.3 /5,Yes,"1,000"
Tayabbs,Whitefield,3.3 /5,Yes,350
Nitehunger,Marathahalli,2.6 /5,Yes,500
Crunch Pizzas,Whitefield,2.6 /5,Yes,600
RoadHouse Grill,Whitefield,3.8 /5,Yes,450
Snacks 24x7,Whitefield,,No,250
iCloud Irany Cafe,Brookefield,,No,120
Hottey Smokey,"Varthur Main Road, Whitefield",,Yes,400
Pan's Aroma,Whitefield,,Yes,400
Andhra Star Biryani,Brookefield,3.2 /5,No,200
Dessert Bar,Whitefield,,Yes,400
Cold Fusion,Whitefield,,Yes,300
Goodness! Beverages,Whitefield,,Yes,250
Meghana Grand,Whitefield,3.5 /5,Yes,800
Ambur Hot Dum Biryani,Whitefield,3.0 /5,No,200
Bloomsbury's Global Kitchen & Bakehouse,Whitefield,4.5 /5,Yes,900
Cafesta,Whitefield,4.3 /5,Yes,550
Glen's Bakehouse,Whitefield,4.2 /5,Yes,600
Corner House Ice Cream,Whitefield,4.5 /5,Yes,400
BelgYum,Whitefield,4.6 /5,No,400
Stoner,Whitefield,4.3 /5,Yes,500
King Of Spices,Whitefield,3.7 /5,Yes,500
Smoor,Whitefield,4.3 /5,Yes,700
Lemon Krust,Whitefield,4.0 /5,Yes,150
eat.fit,Whitefield,4.4 /5,Yes,500
Cold Stone Creamery,Whitefield,4.3 /5,Yes,400
The Chocolate Heaven,Whitefield,3.1 /5,Yes,600
Oliver's Pub & Diner,Whitefield,3.9 /5,Yes,"1,500"
Mad Over Donuts,Whitefield,4.2 /5,Yes,450
Kanti Sweets,Whitefield,3.9 /5,Yes,400
Warm Oven,Whitefield,4.0 /5,Yes,500
Thanco's Natural Ice Cream,Whitefield,3.7 /5,Yes,450
Cinnabon,Whitefield,4.0 /5,No,
Baskin Robbins,Whitefield,NEW,Yes,300
Keventers,Whitefield,2.9 /5,Yes,400
Karachi Bakery,Whitefield,4.1 /5,No,400
Blue Tokai Coffee Roasters,Whitefield,4.0 /5,Yes,750
Chez Mariannick,Whitefield,4.1 /5,No,"1,000"
Apsara Ice Cream,Whitefield,4.0 /5,No,200
Artinci Artisanal Ice Cream,Whitefield,4.1 /5,Yes,300
Krispy Kreme,Whitefield,4.0 /5,Yes,300
Pulla Reddy Sweets,Whitefield,3.7 /5,No,250
Third Wave Coffee Roasters,Whitefield,3.8 /5,No,800
Kartik's Mithai Shoppe,Whitefield,3.8 /5,No,150
Lassi Shop,Whitefield,3.9 /5,Yes,200
Haagen Dazs,Whitefield,3.9 /5,Yes,800
Little Black Choux,Whitefield,4.0 /5,No,250
Waffle Stories,Whitefield,,No,300
Sweet Truth,Whitefield,3.9 /5,Yes,500
Cafe Noir,Whitefield,4.0 /5,Yes,"1,500"
Auntie Anne's,Whitefield,4.0 /5,No,500
Starbucks,Whitefield,3.9 /5,No,700
Magic scoops N Smiles,Whitefield,NEW,No,200
Grill Point,Whitefield,2.9 /5,Yes,500
Mojo Bites,Whitefield,3.9 /5,No,250
Bakery 24x7,Whitefield,,Yes,500
Chef Baker's,Whitefield,3.8 /5,Yes,400
Calvin's,Whitefield,3.9 /5,No,600
Mist n Creams,Whitefield,3.6 /5,Yes,400
Just Bake,Whitefield,3.8 /5,Yes,400
Cake Dilim,Whitefield,3.6 /5,Yes,400
Aditya Sweets,Whitefield,3.7 /5,Yes,200
Desi Qulfi,Whitefield,,Yes,150
Cake 24x7,Whitefield,3.2 /5,Yes,450
Polar Bear,Whitefield,4.0 /5,Yes,400
Whitefield Baking Company - Bengaluru Marriott Hotel...,Whitefield,3.9 /5,No,400
The 3 Musketeers,Whitefield,3.2 /5,No,200
Ooty Chocolates,Whitefield,3.6 /5,Yes,300
Mithai Time,Whitefield,3.0 /5,Yes,200
Gelato Italiano,Whitefield,3.1 /5,Yes,200
Snack Itt,Whitefield,,No,200
Cookie Man,Whitefield,3.2 /5,Yes,150
Bangalore Agarwal Bhavan,Whitefield,3.3 /5,Yes,500
Master Brothers,Whitefield,3.4 /5,Yes,450
Cupcake Bliss,Whitefield,,Yes,250
KC Das - Sweet Sensation,Whitefield,2.9 /5,No,200
Sugarkiss Bake Studio,Whitefield,,No,400
Cream Factory,Whitefield,,No,400
Premium Bombay Kulfi,Whitefield,3.2 /5,Yes,150
Bombay Kulfi,Whitefield,,No,150
Bombay Kulfis,Whitefield,,No,200
INDULGE by InnerChef,Whitefield,3.6 /5,Yes,400
Kreme Delight,Whitefield,3.4 /5,Yes,300
Vidya Bakery,Whitefield,,No,500
Caramel Whitefield,Whitefield,3.7 /5,No,"1,000"
Mubeena Shariff Chocolatier,Whitefield,3.6 /5,No,500
Cream & Fudge,Whitefield,3.9 /5,No,250
Old Kavery Bakery & Sweets,Whitefield,,No,100
Daily Bread,Whitefield,,No,600
Me And My Cake,Whitefield,,No,500
Creamiester,Whitefield,,No,300
The Cake Shop,Whitefield,,No,700
YummTumm,Whitefield,,No,250
Cake Point,Whitefield,,No,500
ChowChow Pandas,East Bangalore,,No,400
New Jodhpur Sweets and Savouries,Whitefield,,No,300
Cafe Coffee Day,Whitefield,,No,900
XO Belgian Waffle,Whitefield,,No,500
"Vindhwashni Bakers, Confectioner & Florist",Whitefield,,Yes,400
Melting Melodies,Whitefield,,Yes,600
"Vindwashini Bakers, Cake and Florist",Whitefield,,Yes,200
Dessert Bar,Whitefield,,Yes,400
Cold Fusion,Whitefield,,Yes,300
Dial For Cake,Whitefield,,No,500
Frosting Flavours,Whitefield,3.8 /5,No,150
Kheer Kadamb - Bengali Sweets and Snacks,Whitefield,,No,300
New Rajalakshmi Sweets,Whitefield,3.3 /5,Yes,300
Ice Stone Creamery,Whitefield,3.4 /5,No,400
Sweet Tooth - Do you have one?,Whitefield,3.3 /5,No,600
Sweet Nothings Couture Cupcakes,Whitefield,3.4 /5,No,250
Orchard Fresh,Whitefield,,No,400
Kitchen Aroma,Whitefield,3.4 /5,No,400
Raj Sweets,Whitefield,NEW,No,200
The Pastry Inn,Whitefield,3.4 /5,No,400
Apsara Ice Cream,Whitefield,3.2 /5,No,200
Homemade Chocolates,Whitefield,,No,300
Online Cake and Flower.com,Whitefield,3.2 /5,Yes,500
Cupcake Couture,Whitefield,3.8 /5,No,300
Ice Cream Works,Whitefield,3.5 /5,No,300
Amadora Gourmet Ice Cream & Sorbet,Whitefield,NEW,No,500
Happy Endings,"ITPL Main Road, Whitefield",4.1 /5,Yes,300
Cakesta,"ITPL Main Road, Whitefield",4.1 /5,Yes,500
The Deli - The Den Bengaluru,"ITPL Main Road, Whitefield",3.7 /5,Yes,600
Lassi Xpress,"ITPL Main Road, Whitefield",3.4 /5,No,200
Bakingo,Marathahalli,3.4 /5,Yes,500
Re:fuel- Aloft Bengaluru Cessna Business Park,Bellandur,,No,"1,000"
Petit Crumbs,Marathahalli,,No,300
Amoeba Sports Bar,Whitefield,3.9 /5,Yes,"1,000"
The Creek - The Den Bengaluru,Whitefield,4.4 /5,No,"2,000"
Feast - Sheraton Grand Bengaluru Whitefield Hotel &...,Whitefield,4.5 /5,No,"2,500"
Biergarten,Whitefield,4.7 /5,No,"2,400"
Windmills Craftworks,Whitefield,4.6 /5,No,"2,500"
The Pallet,Whitefield,4.5 /5,No,"1,600"
AB's - Absolute Barbecues,Whitefield,4.8 /5,No,"1,600"
Flechazo,Whitefield,4.9 /5,No,"1,400"
Barbeque Nation,Whitefield,4.4 /5,No,"1,600"
Oota Bangalore,Whitefield,4.6 /5,No,"1,700"
The Biere Club,Whitefield,4.3 /5,No,"1,700"
Red Rhino,Whitefield,4.4 /5,Yes,"1,700"
Ji Hazoor,Whitefield,4.0 /5,Yes,"1,100"
Punjab Grill,Whitefield,4.8 /5,Yes,"2,000"
HQ,Whitefield,4.1 /5,No,"1,000"
Salt - Indian Restaurant - Bar & Grill,Whitefield,4.4 /5,No,"1,500"
alt,Whitefield,4.1 /5,No,"1,900"
Biere Societee,Whitefield,4.2 /5,No,"1,500"
Punjabi by Nature 2.0,Whitefield,4.2 /5,Yes,"1,600"
Uno Chicago Bar & Grill,Whitefield,4.2 /5,No,"1,800"
The Terrace at Windmills Craftworks,Whitefield,4.1 /5,No,"1,800"
Mainland China,Whitefield,4.7 /5,Yes,"1,700"
One For The Road,Whitefield,4.1 /5,Yes,"1,200"
Whitefield Social,Whitefield,4.1 /5,Yes,"1,500"
You Mee,Whitefield,4.7 /5,Yes,"2,000"
Herbs & Spices,Whitefield,4.0 /5,Yes,"1,000"
Maziga,Whitefield,4.7 /5,Yes,"1,500"
Bloomsbury's Global Kitchen & Bakehouse,Whitefield,4.5 /5,Yes,900
Cafesta,Whitefield,4.3 /5,Yes,550
The Whitefield Arms Pub & Microbrewery,Whitefield,4.2 /5,Yes,"1,600"
